Date,Prefecture,Newly confirmed cases,1
2020/02/02,Niigata,0,1
2020/02/02,Toyama,0,1
2020/02/02,Ishikawa,0,1
2020/02/02,Fukui,0,1
2020/02/02,Yamanashi,0,1
2020/02/02,Nagano,0,1
2020/02/02,Gifu,0,1
2020/02/02,Shizuoka,0,1
2020/02/02,Aichi,0,1
2020/02/02,Mie,0,1
2020/02/02,Shiga,0,1
2020/02/02,Kyoto,0,1
2020/02/02,Osaka,0,1
2020/02/02,Hyogo,0,1
2020/02/02,Nara,0,1
2020/02/02,Wakayama,0,1
2020/02/02,Tottori,0,1
2020/02/02,Shimane,0,1
2020/02/02,Okayama,0,1
2020/02/02,Hiroshima,0,1
2020/02/02,Yamaguchi,0,1
2020/02/02,Tokushima,0,1
2020/02/02,Kagawa,0,1
2020/02/02,Ehime,0,1
2020/02/02,Kochi,0,1
2020/02/02,Fukuoka,0,1
2020/02/02,Saga,0,1
2020/02/02,Nagasaki,0,1
2020/02/02,Kumamoto,0,1
2020/02/02,Oita,0,1
2020/02/02,Miyazaki,0,1
2020/02/02,Kagoshima,0,1
2020/02/02,Okinawa,0,1
2020/02/03,ALL,0,1
2020/02/03,Hokkaido,0,1
2020/02/03,Aomori,0,1
2020/02/03,Iwate,0,1
2020/02/03,Miyagi,0,1
2020/02/03,Akita,0,1
2020/02/03,Yamagata,0,1
2020/02/03,Fukushima,0,1
2020/02/03,Ibaraki,0,1
2020/02/03,Tochigi,0,1
2020/02/03,Gunma,0,1
2020/02/03,Saitama,0,1
2020/02/03,Chiba,0,1
2020/02/03,Tokyo,0,1
2020/02/03,Kanagawa,0,1
2020/02/03,Niigata,0,1
2020/02/03,Toyama,0,1
2020/02/03,Ishikawa,0,1
2020/02/03,Fukui,0,1
2020/02/03,Yamanashi,0,1
2020/02/03,Nagano,0,1
2020/02/03,Gifu,0,1
2020/02/03,Shizuoka,0,1
2020/02/03,Aichi,0,1
2020/02/03,Mie,0,1
2020/02/03,Shiga,0,1
2020/02/03,Kyoto,0,1
2020/02/03,Osaka,13,1
2020/02/03,Hyogo,0,1
2020/02/03,Nara,0,1
2020/02/03,Wakayama,0,1
2020/02/03,Tottori,0,1
2020/02/03,Shimane,0,1
2020/02/03,Okayama,0,1
2020/02/03,Hiroshima,0,1
2020/02/03,Yamaguchi,0,1
2020/02/03,Tokushima,0,1
2020/02/03,Kagawa,0,1
2020/02/03,Ehime,0,1
2020/02/03,Kochi,0,1
2020/02/03,Fukuoka,0,1
2020/02/03,Saga,0,1
2020/02/03,Nagasaki,0,1
2020/02/03,Kumamoto,0,1
2020/02/03,Oita,0,1
2020/02/03,Miyazaki,0,1
2020/02/03,Kagoshima,0,1
2020/02/03,Okinawa,0,1
2020/02/04,ALL,1,1
2020/02/04,Hokkaido,0,1
2020/02/04,Aomori,0,1
2020/02/04,Iwate,0,1
2020/02/04,Miyagi,0,1
2020/02/04,Akita,0,1
2020/02/04,Yamagata,0,1
2020/02/04,Fukushima,0,1
2020/02/04,Ibaraki,0,1
2020/02/04,Tochigi,0,1
2020/02/04,Gunma,0,1
2020/02/04,Saitama,0,1
2020/02/04,Chiba,1,1
2020/02/04,Tokyo,0,1
2020/02/04,Kanagawa,0,1
2020/02/04,Niigata,0,1
2020/02/04,Toyama,0,1
2020/02/04,Ishikawa,0,1
2020/02/04,Fukui,0,1
2020/02/04,Yamanashi,0,1
2020/02/04,Nagano,0,1
2020/02/04,Gifu,0,1
2020/02/04,Shizuoka,0,1
2020/02/04,Aichi,0,1
2020/02/04,Mie,0,1
2020/02/04,Shiga,0,1
2020/02/04,Kyoto,0,1
2020/02/04,Osaka,0,1
2020/02/04,Hyogo,0,1
2020/02/04,Nara,0,1
2020/02/04,Wakayama,0,1
2020/02/04,Tottori,0,1
2020/02/04,Shimane,0,1
2020/02/04,Okayama,0,1
2020/02/04,Hiroshima,0,1
2020/02/04,Yamaguchi,0,1
2020/02/04,Tokushima,0,1
2020/02/04,Kagawa,0,1
2020/02/04,Ehime,0,1
2020/02/04,Kochi,0,1
2020/02/04,Fukuoka,0,1
2020/02/04,Saga,0,1
2020/02/04,Nagasaki,0,1
2020/02/04,Kumamoto,0,1
2020/02/04,Oita,0,1
2020/02/04,Miyazaki,0,1
2020/02/04,Kagoshima,0,1
2020/02/04,Okinawa,0,1
2020/02/05,ALL,2,1
2020/02/05,Hokkaido,0,1
2020/02/05,Aomori,0,1
2020/02/05,Iwate,0,1
2020/02/05,Miyagi,0,1
2020/02/05,Akita,0,1
2020/02/05,Yamagata,0,1
2020/02/05,Fukushima,0,1
2020/02/05,Ibaraki,0,1
2020/02/05,Tochigi,0,1
2020/02/05,Gunma,0,1
2020/02/05,Saitama,0,1
2020/02/05,Chiba,1,1
2020/02/05,Tokyo,0,1
2020/02/05,Kanagawa,0,1
2020/02/05,Niigata,0,1
2020/02/05,Toyama,0,1
2020/02/05,Ishikawa,0,1
2020/02/05,Fukui,0,1
2020/02/05,Yamanashi,0,1
2020/02/05,Nagano,0,1
2020/02/05,Gifu,0,1
2020/02/05,Shizuoka,0,1
2020/02/05,Aichi,0,1
2020/02/05,Mie,0,1
2020/02/05,Shiga,0,1
2020/02/05,Kyoto,1,1
2020/02/05,Osaka,0,1
2020/02/05,Hyogo,0,1
2020/02/05,Nara,0,1
2020/02/05,Wakayama,0,1
2020/02/05,Tottori,0,1
2020/02/05,Shimane,0,1
2020/02/05,Okayama,0,1
2020/02/05,Hiroshima,0,1
2020/02/05,Yamaguchi,0,1
2020/02/05,Tokushima,0,1
2020/02/05,Kagawa,0,1
2020/02/05,Ehime,0,1
